loan_id,customer_id,gender,age,marital_status,education_level,county,employment_status,monthly_income_kes,mobile_money_usage,airtime_topup_frequency,loan_amount_kes,loan_term_months,interest_rate,repayment_frequency,num_previous_loans,num_defaults,loan_purpose,collateral_type,group_loan,days_late,repayment_progress,defaulted
L108505,C58505,Female,33,Divorced,None,Mombasa,Informal,18441.5,28440.16,8,31702,6,9.67,Bi-weekly,2,0,Education,Electronics,True,12,30.01,0
L108506,C58506,Male,38,Divorced,Tertiary,Machakos,Informal,30684.3,12268.5,14,31942,6,16.78,Bi-weekly,2,0,Emergency,Title Deed,True,26,6.14,0
L108507,C58507,Female,30,Divorced,Primary,Nairobi,Self-employed,29792.45,12087.36,8,23860,12,18.87,Bi-weekly,5,1,Household,None,False,44,71.05,0
L108508,C58508,Female,61,Widowed,None,Eldoret,Informal,30771.69,7944.94,5,43816,6,24.13,Monthly,2,0,Business,Electronics,False,31,77.64,0
L108509,C58509,Male,53,Widowed,Secondary,Mombasa,Formal,27214.95,16572.69,8,17806,6,12.04,Weekly,0,0,Household,None,False,26,51.1,0
L108510,C58510,Female,25,Married,None,Eldoret,Formal,12415.6,25251.22,4,46027,24,23.68,Bi-weekly,4,1,Business,Electronics,False,17,2.11,1
L108511,C58511,Female,61,Single,None,Meru,Formal,30554.17,10216.25,6,16470,12,20.68,Weekly,2,1,Household,Electronics,True,30,47.64,0
L108512,C58512,Female,36,Married,None,Machakos,Unemployed,19213.82,5312.72,3,37259,3,24.04,Bi-weekly,2,0,Business,None,False,5,15.39,0
L108513,C58513,Female,64,Divorced,Tertiary,Nairobi,Informal,15528.31,15734.91,4,3423,24,9.35,Weekly,2,1,Education,Guarantor,False,1,92.18,1
L108514,C58514,Other,33,Married,Primary,Nairobi,Informal,20584.45,17516.45,6,48895,6,20.28,Monthly,3,1,Household,Electronics,False,43,3.19,1
L108515,C58515,Female,29,Single,Primary,Eldoret,Formal,15258.0,18411.83,5,11653,6,13.23,Weekly,0,0,Agriculture,Title Deed,True,46,98.35,0
L108516,C58516,Female,37,Married,Primary,Kisumu,Unemployed,18773.62,19999.05,4,25451,24,22.21,Weekly,1,1,Medical,Title Deed,True,18,83.68,0
L108517,C58517,Male,35,Single,Tertiary,Eldoret,Unemployed,17386.69,10550.03,5,30510,24,21.71,Monthly,2,1,Education,Electronics,True,58,71.6,1
L108518,C58518,Other,29,Single,Tertiary,Nakuru,Self-employed,-1569.72,10355.34,8,6318,24,10.04,Monthly,1,0,Household,Electronics,False,21,67.9,0
L108519,C58519,Male,42,Divorced,Secondary,Kisumu,Self-employed,33224.42,39986.27,11,46128,12,24.62,Bi-weekly,3,0,Medical,Livestock,True,8,84.65,0
L108520,C58520,Male,28,Single,Primary,Meru,Formal,22467.86,-2471.81,7,32341,6,24.82,Bi-weekly,1,0,Household,None,False,52,32.67,1
L108521,C58521,Male,39,Widowed,Secondary,Nairobi,Informal,29836.91,21573.24,9,47818,6,13.38,Weekly,3,2,Business,Electronics,True,48,69.1,0
L108522,C58522,Other,63,Married,None,Kisumu,Informal,33387.29,9781.5,9,8161,3,7.12,Monthly,1,1,Medical,Livestock,True,5,86.73,0
L108523,C58523,Male,51,Married,Secondary,Nairobi,Informal,31909.94,2663.92,3,6946,24,24.35,Weekly,1,0,Medical,Electronics,False,56,10.36,1
L108524,C58524,Male,30,Widowed,Secondary,Nairobi,Unemployed,34607.5,9619.76,11,33220,3,6.36,Monthly,4,0,Household,Electronics,False,17,78.94,1
L108525,C58525,Male,63,Widowed,None,Nairobi,Informal,28871.84,-486.59,9,33742,6,11.86,Weekly,1,0,Medical,None,False,31,13.62,1
L108526,C58526,Female,55,Divorced,None,Nakuru,Unemployed,33001.57,10581.27,6,10408,24,23.41,Bi-weekly,2,1,Emergency,Guarantor,True,59,62.98,0
L108527,C58527,Male,29,Married,Secondary,Nakuru,Formal,8102.87,11398.0,8,24632,12,12.47,Bi-weekly,1,1,Medical,Guarantor,True,22,45.33,1
L108528,C58528,Other,56,Widowed,Secondary,Mombasa,Informal,28850.75,11834.43,6,34911,6,12.51,Monthly,1,1,Education,Guarantor,False,41,48.19,0
L108529,C58529,Other,53,Divorced,Primary,Meru,Unemployed,28504.31,13562.74,4,41844,3,21.13,Weekly,0,0,Household,None,False,5,53.48,0
L108530,C58530,Female,45,Married,Tertiary,Nakuru,Formal,25117.8,10842.52,4,48954,3,18.37,Monthly,0,0,Business,Guarantor,False,4,41.52,0
L108531,C58531,Other,44,Married,None,Meru,Formal,29552.45,12945.44,9,44429,12,23.5,Monthly,2,0,Business,Electronics,False,54,30.46,0
L108532,C58532,Other,56,Widowed,Secondary,Nairobi,Unemployed,12118.55,16378.26,8,25575,3,19.92,Monthly,0,1,Household,Guarantor,False,54,16.0,1
L108533,C58533,Female,30,Single,Tertiary,Meru,Unemployed,26368.98,31099.81,4,38353,3,16.14,Bi-weekly,2,0,Education,None,False,11,85.36,0
L108534,C58534,Male,60,Single,Secondary,Eldoret,Informal,29300.73,22725.37,8,6270,24,19.26,Monthly,0,0,Education,Title Deed,True,35,25.17,0
L108535,C58535,Female,57,Widowed,Primary,Meru,Self-employed,47902.66,8839.56,3,35334,3,17.98,Bi-weekly,4,1,Medical,None,True,6,88.04,1
L108536,C58536,Male,44,Single,Secondary,Kisumu,Informal,28997.1,23611.91,8,35696,24,10.69,Weekly,0,0,Medical,Livestock,True,12,81.97,0
L108537,C58537,Male,48,Married,None,Eldoret,Self-employed,18428.4,7905.56,9,26406,24,11.04,Bi-weekly,0,0,Emergency,Guarantor,True,36,45.81,1
L108538,C58538,Other,19,Divorced,Secondary,Nairobi,Unemployed,1521.23,4952.52,11,31602,12,8.56,Weekly,2,0,Household,Livestock,True,54,14.47,0
L108539,C58539,Female,35,Divorced,Secondary,Eldoret,Self-employed,27191.67,433.02,7,42648,24,17.84,Monthly,4,1,Education,Guarantor,False,9,85.39,0
L108540,C58540,Other,43,Widowed,None,Kisumu,Unemployed,34347.76,19034.54,5,39060,24,12.12,Weekly,0,1,Household,Guarantor,False,6,93.21,0
L108541,C58541,Other,59,Divorced,Primary,Mombasa,Formal,28778.25,30181.63,11,41943,12,8.43,Bi-weekly,1,0,Education,Guarantor,False,16,74.87,0
L108542,C58542,Male,48,Widowed,None,Mombasa,Self-employed,41944.01,17054.69,7,26690,3,7.24,Monthly,2,1,Medical,Guarantor,True,41,99.36,0
L108543,C58543,Other,55,Single,Secondary,Meru,Self-employed,12901.75,10792.77,5,32756,3,9.48,Bi-weekly,5,0,Medical,Livestock,False,17,61.38,0
L108544,C58544,Female,39,Married,Primary,Meru,Formal,16785.93,26443.25,2,24224,3,19.04,Monthly,1,1,Medical,Livestock,False,12,38.13,0
L108545,C58545,Other,53,Single,None,Nakuru,Informal,57402.53,12263.8,4,27749,6,15.15,Monthly,1,0,Education,Electronics,True,10,75.91,0
L108546,C58546,Other,36,Widowed,Tertiary,Eldoret,Self-employed,29814.26,24912.59,8,25016,3,12.98,Bi-weekly,2,0,Emergency,Electronics,False,31,93.26,0
L108547,C58547,Male,31,Married,Tertiary,Nakuru,Unemployed,23813.77,7197.56,7,40249,12,17.7,Monthly,1,1,Household,Guarantor,False,41,42.45,1
L108548,C58548,Female,31,Married,Tertiary,Nakuru,Informal,24858.9,13841.46,10,24452,24,24.77,Bi-weekly,4,0,Household,Guarantor,False,47,19.62,0
L108549,C58549,Other,46,Married,None,Eldoret,Formal,20687.66,23431.9,2,11519,6,20.79,Weekly,2,0,Emergency,Title Deed,True,18,98.12,0
L108550,C58550,Male,34,Single,Primary,Eldoret,Self-employed,41742.52,12037.39,5,40775,24,23.58,Bi-weekly,1,0,Education,Title Deed,True,59,6.33,0
L108551,C58551,Other,54,Married,None,Kisumu,Formal,17993.47,7840.4,9,4954,24,20.46,Weekly,0,0,Business,Title Deed,True,45,18.98,1
L108552,C58552,Female,26,Single,Secondary,Eldoret,Formal,26401.19,8314.79,6,43507,3,24.05,Weekly,3,0,Household,Electronics,False,27,96.82,0
L108553,C58553,Other,18,Single,None,Eldoret,Unemployed,14860.95,12666.23,4,12703,6,12.07,Weekly,1,1,Agriculture,Electronics,False,20,75.53,0
L108554,C58554,Other,21,Married,Tertiary,Meru,Formal,-11850.91,27604.92,8,45947,6,11.28,Bi-weekly,1,0,Emergency,Electronics,True,34,16.41,0
L108555,C58555,Male,24,Widowed,Tertiary,Nakuru,Self-employed,23392.67,10962.35,5,47227,24,20.61,Weekly,3,0,Household,Title Deed,True,27,55.63,0
L108556,C58556,Other,28,Married,Secondary,Mombasa,Formal,27677.33,4947.88,4,2509,12,21.61,Monthly,1,0,Business,None,True,56,12.14,0
L108557,C58557,Male,31,Married,None,Nairobi,Informal,26555.79,9817.32,6,33360,6,21.56,Bi-weekly,2,2,Medical,None,True,28,63.3,1
L108558,C58558,Female,59,Single,Tertiary,Mombasa,Formal,51352.76,7155.12,6,43800,3,19.81,Monthly,2,2,Business,Guarantor,False,2,85.7,1
L108559,C58559,Other,36,Married,None,Eldoret,Self-employed,31478.75,16893.05,4,20628,3,20.69,Bi-weekly,3,0,Emergency,Livestock,False,24,21.75,1
L108560,C58560,Female,57,Widowed,Tertiary,Nairobi,Self-employed,36715.38,6446.47,4,25048,3,19.11,Weekly,2,1,Medical,Guarantor,False,12,33.76,1
L108561,C58561,Female,20,Married,Secondary,Eldoret,Self-employed,58441.73,21179.6,4,5546,3,9.61,Monthly,5,0,Business,Livestock,True,8,88.36,0
L108562,C58562,Other,25,Widowed,Primary,Meru,Informal,40573.37,3708.1,5,20167,12,24.27,Bi-weekly,0,0,Household,Title Deed,True,40,79.87,0
L108563,C58563,Male,46,Divorced,Primary,Kisumu,Self-employed,16349.52,29150.37,7,1386,3,10.78,Monthly,3,2,Emergency,Title Deed,True,11,51.9,0
L108564,C58564,Female,54,Divorced,Tertiary,Eldoret,Informal,16869.67,18119.25,7,2406,3,9.63,Monthly,1,1,Household,Livestock,False,20,96.06,0
L108565,C58565,Female,60,Divorced,Tertiary,Nairobi,Formal,10065.26,2021.88,4,9004,24,12.94,Bi-weekly,0,1,Emergency,None,False,14,20.56,1
L108566,C58566,Other,26,Married,None,Meru,Informal,46180.44,13854.26,6,9068,3,22.77,Weekly,2,0,Education,None,False,55,44.86,0
L108567,C58567,Other,36,Single,Primary,Kisumu,Formal,64413.69,26342.12,3,39440,12,21.33,Bi-weekly,0,0,Household,Guarantor,False,42,4.94,0
L108568,C58568,Other,29,Widowed,None,Machakos,Formal,35953.36,11838.07,5,43660,12,14.0,Bi-weekly,4,1,Emergency,None,False,9,57.11,1
L108569,C58569,Other,44,Divorced,Tertiary,Meru,Formal,25610.05,1989.76,4,33770,3,21.79,Bi-weekly,1,1,Education,None,True,0,92.15,0
L108570,C58570,Other,54,Widowed,Primary,Nairobi,Self-employed,52063.01,16572.03,4,35963,6,16.07,Bi-weekly,4,1,Agriculture,Electronics,True,11,91.23,1
L108571,C58571,Other,42,Single,None,Kisumu,Informal,45207.6,15549.47,6,4184,12,6.27,Monthly,5,0,Agriculture,Livestock,True,36,80.54,1
L108572,C58572,Male,62,Widowed,Tertiary,Nakuru,Unemployed,17034.08,6393.33,10,41204,6,23.36,Monthly,3,0,Household,None,False,40,3.45,0
L108573,C58573,Female,55,Widowed,None,Machakos,Self-employed,29186.25,15383.73,10,6840,12,9.99,Monthly,0,1,Household,Livestock,False,41,45.31,1
L108574,C58574,Male,34,Divorced,None,Machakos,Self-employed,32748.2,17853.68,7,15419,12,24.12,Bi-weekly,1,0,Business,Livestock,False,33,39.9,0
L108575,C58575,Male,61,Widowed,Tertiary,Nairobi,Informal,24700.12,2663.7,7,46345,24,18.13,Bi-weekly,2,2,Household,Livestock,False,52,76.14,0
L108576,C58576,Other,50,Divorced,None,Nakuru,Unemployed,22646.45,-4647.71,6,19006,12,18.14,Monthly,5,1,Household,Electronics,False,23,76.32,0
L108577,C58577,Female,56,Single,None,Meru,Formal,41515.03,23261.7,6,30586,6,15.28,Monthly,3,0,Business,Guarantor,False,6,47.91,0
L108578,C58578,Male,31,Divorced,Primary,Machakos,Unemployed,49633.14,7070.89,5,38558,6,21.24,Monthly,4,2,Emergency,Livestock,True,50,16.81,0
L108579,C58579,Other,45,Widowed,None,Machakos,Informal,46381.63,17696.06,3,29275,12,6.1,Weekly,2,0,Education,Title Deed,True,15,98.96,1
L108580,C58580,Other,35,Single,Secondary,Machakos,Self-employed,40430.8,4247.99,7,6180,24,5.53,Weekly,0,1,Agriculture,Title Deed,True,43,1.07,0
L108581,C58581,Female,50,Married,Tertiary,Nakuru,Unemployed,55765.2,4695.07,7,9387,3,19.39,Monthly,1,0,Emergency,Title Deed,False,55,90.91,0
L108582,C58582,Male,59,Married,None,Eldoret,Informal,22675.61,28213.98,5,29204,24,13.54,Weekly,3,1,Business,Guarantor,False,9,32.95,1
L108583,C58583,Male,32,Single,Tertiary,Mombasa,Formal,23886.87,16900.18,9,3431,24,19.13,Monthly,0,0,Medical,Electronics,True,49,15.47,0
L108584,C58584,Male,28,Single,Secondary,Kisumu,Self-employed,38190.37,14615.94,10,18187,6,5.05,Bi-weekly,2,0,Business,Livestock,False,58,57.13,0
L108585,C58585,Other,53,Widowed,Tertiary,Nairobi,Informal,36564.89,5402.76,9,16747,12,20.3,Monthly,0,1,Education,Guarantor,True,44,63.41,0
L108586,C58586,Female,32,Married,Secondary,Meru,Formal,20454.75,20819.18,8,15031,6,5.8,Bi-weekly,1,0,Agriculture,Title Deed,True,37,48.43,0
L108587,C58587,Female,47,Single,Secondary,Nakuru,Self-employed,26140.52,15350.49,7,14892,12,12.74,Monthly,3,0,Business,Electronics,True,53,80.73,0
L108588,C58588,Male,32,Married,Primary,Meru,Unemployed,24581.72,19992.53,6,4781,12,8.24,Weekly,3,1,Agriculture,Title Deed,True,31,87.23,1
L108589,C58589,Other,40,Married,Secondary,Machakos,Self-employed,26494.71,4663.96,5,37310,3,8.91,Monthly,2,0,Medical,Electronics,True,18,25.07,0
L108590,C58590,Male,60,Widowed,Primary,Eldoret,Formal,38077.03,19818.87,5,27854,12,8.07,Weekly,1,0,Medical,Livestock,False,52,88.68,1
L108591,C58591,Female,32,Single,None,Nairobi,Informal,29774.71,5325.9,4,10948,3,12.03,Bi-weekly,4,1,Emergency,Livestock,True,23,86.79,1
L108592,C58592,Other,46,Divorced,Primary,Meru,Formal,-541.04,688.67,6,49895,6,19.73,Bi-weekly,0,0,Emergency,None,True,54,24.18,0
L108593,C58593,Male,28,Single,Primary,Eldoret,Self-employed,33072.94,26194.4,5,49945,24,20.59,Bi-weekly,2,1,Medical,Title Deed,False,32,58.19,1
L108594,C58594,Male,62,Married,None,Nairobi,Formal,33324.83,20146.99,5,29413,24,17.52,Weekly,6,1,Agriculture,Title Deed,False,26,41.88,0
L108595,C58595,Other,35,Divorced,Tertiary,Eldoret,Self-employed,41914.67,15186.99,5,43213,6,22.57,Weekly,3,0,Emergency,Livestock,True,48,35.81,0
L108596,C58596,Female,57,Divorced,Tertiary,Eldoret,Formal,32618.27,16357.25,4,28997,12,10.67,Monthly,1,1,Household,Title Deed,True,9,0.79,1
L108597,C58597,Other,48,Married,None,Mombasa,Informal,35948.68,1464.17,4,44262,6,14.87,Bi-weekly,1,0,Agriculture,Livestock,False,40,60.48,0
L108598,C58598,Male,26,Divorced,Secondary,Nakuru,Formal,2046.74,19865.81,6,8827,24,8.04,Bi-weekly,3,0,Business,None,True,28,76.61,0
L108599,C58599,Male,39,Divorced,Primary,Kisumu,Self-employed,30243.9,6453.15,6,44788,12,13.44,Bi-weekly,6,0,Medical,Livestock,True,26,64.33,0
L108600,C58600,Male,28,Single,Tertiary,Kisumu,Unemployed,31052.45,24149.0,7,40721,12,10.4,Monthly,2,2,Education,Title Deed,True,0,54.39,0
L108601,C58601,Male,34,Married,Tertiary,Nairobi,Informal,40322.41,11777.94,9,41704,12,18.32,Weekly,5,2,Household,Electronics,True,53,63.7,0
L108602,C58602,Female,50,Widowed,Secondary,Nairobi,Unemployed,43897.72,11877.1,5,13741,12,12.0,Bi-weekly,2,0,Emergency,Title Deed,True,46,60.2,0
L108603,C58603,Female,28,Divorced,Tertiary,Meru,Self-employed,25510.2,13043.58,5,6822,24,15.85,Bi-weekly,3,1,Business,Livestock,False,52,5.64,1
L108604,C58604,Male,56,Married,Tertiary,Meru,Informal,55075.18,1064.29,1,6313,24,12.39,Bi-weekly,1,0,Agriculture,None,False,8,23.43,0
L108605,C58605,Female,25,Single,Tertiary,Mombasa,Self-employed,33591.17,12437.71,4,11834,6,12.49,Monthly,3,0,Agriculture,Title Deed,True,50,79.71,0
L108606,C58606,Female,21,Single,None,Nairobi,Unemployed,34311.91,7796.93,4,6256,3,21.64,Monthly,0,1,Agriculture,None,False,50,14.5,0
L108607,C58607,Female,53,Single,Tertiary,Kisumu,Unemployed,29832.05,13826.25,10,12916,3,18.47,Monthly,6,0,Business,Guarantor,False,41,38.98,0
L108608,C58608,Male,36,Divorced,Tertiary,Nakuru,Self-employed,17572.98,-3464.35,6,19502,6,16.13,Monthly,0,0,Education,None,True,54,45.55,0
L108609,C58609,Other,41,Widowed,None,Mombasa,Self-employed,26891.02,24634.59,9,49615,12,11.68,Monthly,4,1,Education,Guarantor,True,18,59.73,1
L108610,C58610,Other,58,Single,Tertiary,Machakos,Informal,36217.62,16116.91,12,7012,12,7.99,Bi-weekly,4,0,Emergency,Title Deed,False,41,64.21,0
L108611,C58611,Other,35,Widowed,Secondary,Nairobi,Self-employed,38695.81,8199.06,9,36814,3,11.15,Weekly,1,0,Business,Electronics,True,25,63.2,0
L108612,C58612,Male,50,Married,Primary,Machakos,Unemployed,30208.33,5363.19,6,49224,12,10.22,Weekly,3,0,Medical,None,False,22,18.31,0
L108613,C58613,Female,63,Single,None,Machakos,Formal,13824.76,20320.57,3,41282,12,24.46,Bi-weekly,4,1,Emergency,Electronics,True,17,65.64,1
L108614,C58614,Female,53,Divorced,None,Mombasa,Unemployed,17060.96,667.23,12,16498,24,16.04,Weekly,1,1,Emergency,Livestock,True,30,68.76,1
L108615,C58615,Male,27,Single,Tertiary,Mombasa,Self-employed,55627.23,6790.46,6,44635,24,17.24,Weekly,3,0,Business,Electronics,True,6,59.81,0
L108616,C58616,Male,31,Divorced,Primary,Mombasa,Unemployed,31372.5,6833.19,8,42779,24,22.65,Weekly,2,1,Education,Electronics,False,56,51.41,0
L108617,C58617,Other,24,Married,Secondary,Nairobi,Self-employed,46421.34,6618.46,6,21716,12,21.52,Monthly,3,0,Education,None,True,50,31.63,0
L108618,C58618,Other,29,Widowed,Secondary,Eldoret,Informal,63728.78,8958.06,5,37915,12,9.7,Monthly,3,1,Emergency,None,False,6,88.0,0
L108619,C58619,Male,39,Widowed,Primary,Nairobi,Self-employed,11579.18,5083.37,7,40400,24,12.15,Monthly,1,0,Business,Electronics,False,10,8.63,0
L108620,C58620,Other,44,Widowed,Primary,Nairobi,Self-employed,15972.16,3322.15,6,37424,12,16.12,Monthly,3,0,Education,None,True,29,0.2,0
L108621,C58621,Female,54,Single,Secondary,Meru,Self-employed,30596.2,19097.22,4,20442,6,13.4,Weekly,3,0,Medical,Title Deed,False,46,27.69,0
L108622,C58622,Male,28,Single,Tertiary,Nairobi,Self-employed,19138.57,20072.05,5,20841,12,5.09,Monthly,2,0,Agriculture,None,True,26,23.66,0
L108623,C58623,Male,53,Married,Primary,Nairobi,Self-employed,29768.09,18173.03,9,39400,6,14.77,Monthly,2,0,Education,Livestock,True,3,81.98,0
L108624,C58624,Female,30,Widowed,Primary,Nairobi,Unemployed,18423.66,8325.66,3,11597,24,6.41,Weekly,1,1,Education,None,False,42,79.21,0
L108625,C58625,Female,49,Married,Tertiary,Mombasa,Unemployed,24565.76,10655.91,8,7140,6,17.62,Bi-weekly,5,1,Emergency,Title Deed,False,10,7.24,0
L108626,C58626,Female,25,Divorced,None,Machakos,Formal,30654.29,6346.48,7,24843,3,8.98,Weekly,1,0,Emergency,Electronics,False,43,73.95,0
L108627,C58627,Other,24,Single,Primary,Mombasa,Formal,17488.32,15409.95,9,24661,24,12.22,Bi-weekly,1,0,Education,None,False,25,99.12,0
L108628,C58628,Male,60,Widowed,Tertiary,Nairobi,Informal,32707.82,17090.78,7,36319,12,5.85,Bi-weekly,3,0,Emergency,Title Deed,True,33,25.25,1
L108629,C58629,Other,60,Single,Secondary,Meru,Informal,21212.76,-564.15,7,3974,6,9.96,Monthly,0,0,Agriculture,Electronics,False,17,27.1,0
L108630,C58630,Female,34,Widowed,None,Nakuru,Formal,24292.38,13117.73,13,47254,3,7.26,Monthly,4,1,Medical,Electronics,False,53,28.19,0
L108631,C58631,Other,39,Widowed,Primary,Meru,Unemployed,38439.04,13837.52,5,17778,3,13.41,Weekly,2,0,Education,Title Deed,False,17,23.68,0
L108632,C58632,Female,63,Single,Tertiary,Nakuru,Informal,33102.82,18460.54,4,13248,6,6.22,Monthly,3,1,Agriculture,Electronics,False,51,40.57,0
L108633,C58633,Other,51,Single,None,Eldoret,Formal,39072.26,7233.27,3,27009,3,16.66,Weekly,2,0,Medical,None,False,40,20.71,0
L108634,C58634,Other,37,Married,Tertiary,Nakuru,Unemployed,36561.0,3378.91,6,29739,24,19.26,Weekly,3,0,Medical,None,False,27,47.6,1
L108635,C58635,Female,25,Single,Secondary,Kisumu,Formal,14668.67,9814.66,6,9944,12,23.85,Bi-weekly,1,2,Education,Guarantor,True,10,29.13,0
L108636,C58636,Other,39,Single,Primary,Kisumu,Informal,26867.13,19418.03,4,35930,12,12.88,Monthly,1,1,Education,None,True,58,5.94,1
L108637,C58637,Male,44,Single,Tertiary,Nakuru,Informal,21104.72,7606.98,7,38515,3,16.71,Bi-weekly,2,2,Education,Electronics,True,25,62.21,1
L108638,C58638,Other,51,Divorced,Primary,Nairobi,Self-employed,29428.86,872.61,5,24902,24,14.97,Monthly,4,0,Medical,Guarantor,False,3,4.9,0
L108639,C58639,Other,38,Divorced,Tertiary,Nakuru,Formal,25268.8,37.52,8,45881,3,5.44,Bi-weekly,1,1,Household,Electronics,True,49,65.8,1
L108640,C58640,Male,32,Divorced,Primary,Machakos,Formal,37788.0,12119.24,5,4975,3,7.79,Weekly,4,0,Agriculture,None,False,9,95.11,0
L108641,C58641,Female,22,Married,Primary,Kisumu,Formal,43104.29,15493.97,6,13538,3,24.29,Weekly,2,0,Emergency,Livestock,True,34,58.23,1
L108642,C58642,Male,55,Married,None,Nakuru,Informal,22050.31,26101.0,8,18464,6,13.35,Bi-weekly,1,2,Emergency,Guarantor,False,57,10.19,0
L108643,C58643,Other,34,Widowed,Tertiary,Mombasa,Unemployed,22453.65,11803.99,7,31435,6,12.13,Monthly,2,0,Medical,Guarantor,True,57,18.07,0
L108644,C58644,Female,25,Married,Tertiary,Eldoret,Formal,45167.19,15423.83,8,21456,12,19.13,Weekly,5,0,Emergency,None,True,31,95.04,0
L108645,C58645,Other,36,Single,Primary,Mombasa,Unemployed,48632.46,14582.85,7,45633,12,14.25,Bi-weekly,2,0,Agriculture,None,False,4,45.0,0
L108646,C58646,Other,22,Widowed,Primary,Meru,Formal,36245.59,13855.54,2,37999,12,10.59,Bi-weekly,0,1,Medical,Livestock,True,36,91.67,0
L108647,C58647,Male,40,Single,None,Mombasa,Informal,17015.74,15084.93,5,37989,24,22.82,Bi-weekly,0,0,Emergency,Livestock,False,16,76.8,0
L108648,C58648,Male,36,Widowed,Secondary,Machakos,Unemployed,40451.92,-599.48,5,17241,6,10.28,Bi-weekly,4,0,Household,None,False,51,28.56,0
L108649,C58649,Female,31,Married,Tertiary,Machakos,Formal,41018.71,15248.77,5,7046,12,21.13,Bi-weekly,2,1,Household,None,False,18,50.33,1
L108650,C58650,Female,27,Divorced,Primary,Eldoret,Unemployed,48653.62,12112.99,5,13804,6,18.29,Monthly,1,0,Business,Livestock,False,6,59.83,0
L108651,C58651,Female,48,Single,None,Nairobi,Formal,24394.55,26148.8,7,25625,24,5.26,Bi-weekly,5,0,Education,Guarantor,False,40,8.35,0
L108652,C58652,Other,30,Widowed,Primary,Eldoret,Self-employed,54010.43,15112.44,14,44578,6,10.05,Bi-weekly,2,0,Business,Electronics,True,54,95.68,1
L108653,C58653,Male,39,Divorced,Tertiary,Nairobi,Self-employed,11843.37,9696.42,2,13438,6,22.17,Monthly,3,0,Emergency,Title Deed,False,50,7.42,1
L108654,C58654,Male,54,Single,None,Machakos,Self-employed,41801.8,-1088.66,10,37939,24,15.0,Bi-weekly,4,0,Education,None,True,45,41.29,0
L108655,C58655,Male,56,Single,None,Kisumu,Formal,42025.27,17711.04,5,40951,3,20.75,Weekly,5,0,Agriculture,Title Deed,False,47,82.74,1
L108656,C58656,Female,27,Divorced,Primary,Machakos,Unemployed,43134.62,20381.25,2,48745,24,23.37,Monthly,1,0,Household,None,True,41,20.06,0
L108657,C58657,Male,48,Married,Primary,Nakuru,Self-employed,1614.84,16943.81,4,6336,12,14.2,Weekly,1,1,Business,Guarantor,False,32,37.41,1
L108658,C58658,Male,60,Divorced,Secondary,Machakos,Informal,9566.73,26967.24,5,1545,12,15.5,Monthly,3,0,Agriculture,None,False,39,58.45,1
L108659,C58659,Male,52,Married,Secondary,Machakos,Unemployed,38780.68,2307.33,3,36993,6,24.96,Monthly,3,0,Medical,Electronics,False,47,86.66,0
L108660,C58660,Female,30,Widowed,Tertiary,Kisumu,Self-employed,42416.77,5098.71,9,43721,12,9.04,Bi-weekly,5,1,Agriculture,Electronics,True,43,53.26,0
L108661,C58661,Male,47,Married,Tertiary,Kisumu,Informal,24094.93,12229.09,5,32228,3,11.46,Weekly,1,0,Business,Title Deed,False,1,31.88,1
L108662,C58662,Female,51,Widowed,None,Kisumu,Informal,27222.41,15231.42,5,1654,6,7.3,Weekly,0,1,Business,Livestock,True,7,10.35,1
L108663,C58663,Male,53,Widowed,Tertiary,Machakos,Informal,26691.76,16234.95,4,12156,6,15.37,Bi-weekly,0,1,Business,Title Deed,False,56,54.9,0
L108664,C58664,Male,52,Widowed,Secondary,Nakuru,Formal,21180.11,16138.91,5,42897,3,19.43,Weekly,1,0,Agriculture,Livestock,False,48,66.11,0
L108665,C58665,Male,64,Widowed,Secondary,Nairobi,Informal,64316.58,7955.9,1,29351,12,8.65,Weekly,0,0,Emergency,Electronics,False,21,43.78,0
L108666,C58666,Female,21,Single,Secondary,Eldoret,Unemployed,43958.07,19791.81,9,15409,6,11.61,Monthly,3,0,Medical,Electronics,False,27,64.69,0
L108667,C58667,Female,21,Widowed,Primary,Machakos,Unemployed,15530.14,8354.08,9,10920,12,18.78,Monthly,1,0,Medical,Livestock,True,28,24.27,0
L108668,C58668,Male,64,Single,Secondary,Nairobi,Formal,40873.13,10495.5,2,16208,24,15.79,Monthly,3,0,Agriculture,Electronics,True,39,29.06,1
L108669,C58669,Other,23,Single,Secondary,Nairobi,Informal,13732.9,-1199.81,8,18169,3,8.52,Monthly,4,0,Education,Guarantor,True,18,87.2,0
L108670,C58670,Female,45,Widowed,Tertiary,Machakos,Unemployed,27557.2,18791.37,2,47904,6,22.22,Bi-weekly,2,1,Agriculture,None,False,17,4.94,0
L108671,C58671,Female,47,Married,Secondary,Mombasa,Formal,16338.4,2468.4,3,4042,6,15.33,Weekly,2,1,Emergency,Title Deed,False,33,59.52,0
L108672,C58672,Male,44,Married,Secondary,Nakuru,Informal,5364.32,12882.53,12,31511,3,23.84,Weekly,2,0,Medical,Title Deed,False,50,84.7,0
L108673,C58673,Other,22,Divorced,Primary,Nairobi,Unemployed,35467.1,7025.21,2,12720,12,6.91,Weekly,3,0,Business,None,True,10,48.78,0
L108674,C58674,Male,61,Single,Secondary,Machakos,Informal,29098.35,5587.53,6,14754,6,21.69,Monthly,1,1,Medical,None,False,17,51.23,0
